"ID_rater"	"ID_child"	"age_group"	"accent_response"	"accent_numeric"	"rating_language"	"age_months"	"family"
"324"	"R9"	"005IV"	"school"	"no"	0	"RU"	114	"mono-rus"
"325"	"R9"	"010SIN"	"school"	"no"	0	"RU"	102	"bil-rus"
"326"	"R9"	"018SIN"	"school"	"s"	2	"RU"	97	"bil-mixed"
"327"	"R9"	"004IV"	"school"	"no"	0	"RU"	90	"mono-rus"
"328"	"R9"	"040SIN"	"school"	"no"	0	"RU"	110	"bil-mixed"
"329"	"R9"	"007SIN"	"school"	"no"	0	"RU"	110	"bil-rus"
"330"	"R9"	"001IV"	"school"	"no"	0	"RU"	114	"mono-rus"
"331"	"R9"	"048SIN"	"school"	"no"	0	"RU"	100	"bil-rus"
"332"	"R9"	"016SIN"	"school"	"no"	0	"RU"	112	"bil-rus"
"333"	"R9"	"043SIN"	"school"	"no"	0	"RU"	116	"bil-rus"
"334"	"R10"	"010RUS-IV-boy-5"	"preschool"	"no"	0	"RU"	67	"mono-rus"
"335"	"R10"	"Konstantin"	"school"	"s"	2	"RU"	129	"bil-mixed"
"336"	"R10"	"105BER"	"preschool"	"no"	0	"RU"	54	"bil-rus"
"337"	"R10"	"012IV"	"preschool"	"s"	2	"RU"	48	"mono-rus"
"338"	"R10"	"129BER"	"preschool"	"no"	0	"RU"	52	"bil-rus"
"339"	"R10"	"017SIN"	"preschool"	"no"	0	"RU"	79	"bil-rus"
"340"	"R10"	"007IV"	"preschool"	"no"	0	"RU"	61	"mono-rus"
"341"	"R10"	"002SIN"	"preschool"	"w"	1	"RU"	64	"bil-rus"
"342"	"R10"	"003SIN"	"preschool"	"no"	0	"RU"	61	"bil-mixed"
"343"	"R10"	"011IV"	"preschool"	"no"	0	"RU"	65	"mono-rus"
"344"	"R10"	"005SIN"	"preschool"	"w"	1	"RU"	60	"bil-rus"
"345"	"R10"	"014SIN"	"preschool"	"s"	2	"RU"	61	"bil-mixed"
"346"	"R10"	"013IV"	"preschool"	"s"	2	"RU"	56	"mono-rus"
"347"	"R10"	"012SIN"	"preschool"	"w"	1	"RU"	76	"bil-rus"
"348"	"R10"	"015SIN"	"preschool"	"s"	2	"RU"	72	"bil-rus"
"349"	"R10"	"008IV"	"preschool"	"no"	0	"RU"	60	"mono-rus"
"350"	"R10"	"041SIN"	"preschool"	"w"	1	"RU"	76	"bil-mixed"
"351"	"R10"	"101BER"	"preschool"	"s"	2	"RU"	59	"bil-rus"
"352"	"R10"	"009IV"	"preschool"	"w"	1	"RU"	48	"mono-rus"
"353"	"R10"	"102BER"	"preschool"	"s"	2	"RU"	58	"bil-rus"
"354"	"R10"	"042SIN"	"school"	"s"	2	"RU"	85	"bil-rus"
"355"	"R10"	"003IV"	"school"	"no"	0	"RU"	101	"mono-rus"
"356"	"R10"	"008SIN"	"school"	"w"	1	"RU"	100	"bil-rus"
"357"	"R10"	"044SIN"	"school"	"no"	0	"RU"	87	"bil-rus"
"358"	"R10"	"002IV"	"school"	"no"	0	"RU"	91	"mono-rus"
"359"	"R10"	"031SIN"	"school"	"no"	0	"RU"	94	"bil-rus"
"360"	"R10"	"013SIN"	"school"	"no"	0	"RU"	86	"bil-rus"
"361"	"R10"	"005IV"	"school"	"no"	0	"RU"	114	"mono-rus"
"362"	"R10"	"010SIN"	"school"	"w"	1	"RU"	102	"bil-rus"
"363"	"R10"	"018SIN"	"school"	"s"	2	"RU"	97	"bil-mixed"
"364"	"R10"	"004IV"	"school"	"no"	0	"RU"	90	"mono-rus"
"365"	"R10"	"040SIN"	"school"	"no"	0	"RU"	110	"bil-mixed"
"366"	"R10"	"007SIN"	"school"	"w"	1	"RU"	110	"bil-rus"
"367"	"R10"	"001IV"	"school"	"no"	0	"RU"	114	"mono-rus"
"368"	"R10"	"048SIN"	"school"	"s"	2	"RU"	100	"bil-rus"
"369"	"R10"	"016SIN"	"school"	"w"	1	"RU"	112	"bil-rus"
"370"	"R10"	"043SIN"	"school"	"no"	0	"RU"	116	"bil-rus"
"371"	"R11"	"010RUS-IV-boy-5"	"preschool"	"no"	0	"RU"	67	"mono-rus"
"372"	"R11"	"Konstantin"	"school"	"s"	2	"RU"	129	"bil-mixed"
"373"	"R11"	"105BER"	"preschool"	"w"	1	"RU"	54	"bil-rus"
"374"	"R11"	"012IV"	"preschool"	"s"	2	"RU"	48	"mono-rus"
"375"	"R11"	"129BER"	"preschool"	"no"	0	"RU"	52	"bil-rus"
"376"	"R11"	"017SIN"	"preschool"	"w"	1	"RU"	79	"bil-rus"
"377"	"R11"	"007IV"	"preschool"	"no"	0	"RU"	61	"mono-rus"
"378"	"R11"	"002SIN"	"preschool"	"no"	0	"RU"	64	"bil-rus"
"379"	"R11"	"003SIN"	"preschool"	"s"	2	"RU"	61	"bil-mixed"
"380"	"R11"	"011IV"	"preschool"	"no"	0	"RU"	65	"mono-rus"
"381"	"R11"	"005SIN"	"preschool"	"s"	2	"RU"	60	"bil-rus"
"382"	"R11"	"014SIN"	"preschool"	"s"	2	"RU"	61	"bil-mixed"
"383"	"R11"	"013IV"	"preschool"	"no"	0	"RU"	56	"mono-rus"
"384"	"R11"	"012SIN"	"preschool"	"no"	0	"RU"	76	"bil-rus"
"385"	"R11"	"015SIN"	"preschool"	"w"	1	"RU"	72	"bil-rus"
"386"	"R11"	"008IV"	"preschool"	"no"	0	"RU"	60	"mono-rus"
"387"	"R11"	"041SIN"	"preschool"	"s"	2	"RU"	76	"bil-mixed"
"388"	"R11"	"101BER"	"preschool"	"no"	0	"RU"	59	"bil-rus"
"389"	"R11"	"009IV"	"preschool"	"w"	1	"RU"	48	"mono-rus"
"390"	"R11"	"102BER"	"preschool"	"s"	2	"RU"	58	"bil-rus"
"391"	"R11"	"042SIN"	"school"	"s"	2	"RU"	85	"bil-rus"
"392"	"R11"	"003IV"	"school"	"w"	1	"RU"	101	"mono-rus"
"393"	"R11"	"008SIN"	"school"	"s"	2	"RU"	100	"bil-rus"
"394"	"R11"	"044SIN"	"school"	"s"	2	"RU"	87	"bil-rus"
"395"	"R11"	"002IV"	"school"	"w"	1	"RU"	91	"mono-rus"
"396"	"R11"	"031SIN"	"school"	"s"	2	"RU"	94	"bil-rus"
"397"	"R11"	"013SIN"	"school"	"w"	1	"RU"	86	"bil-rus"
"398"	"R11"	"005IV"	"school"	"no"	0	"RU"	114	"mono-rus"
"399"	"R11"	"010SIN"	"school"	"s"	2	"RU"	102	"bil-rus"
"400"	"R11"	"018SIN"	"school"	"s"	2	"RU"	97	"bil-mixed"
"401"	"R11"	"004IV"	"school"	"no"	0	"RU"	90	"mono-rus"
"402"	"R11"	"040SIN"	"school"	"w"	1	"RU"	110	"bil-mixed"
"403"	"R11"	"007SIN"	"school"	"no"	0	"RU"	110	"bil-rus"
"404"	"R11"	"001IV"	"school"	"no"	0	"RU"	114	"mono-rus"
"405"	"R11"	"048SIN"	"school"	"s"	2	"RU"	100	"bil-rus"
"406"	"R11"	"016SIN"	"school"	"w"	1	"RU"	112	"bil-rus"
"407"	"R11"	"043SIN"	"school"	"w"	1	"RU"	116	"bil-rus"
"408"	"R12"	"010RUS-IV-boy-5"	"preschool"	"no"	0	"RU"	67	"mono-rus"
"409"	"R12"	"Konstantin"	"school"	"s"	2	"RU"	129	"bil-mixed"
"410"	"R12"	"105BER"	"preschool"	"w"	1	"RU"	54	"bil-rus"
"411"	"R12"	"012IV"	"preschool"	"no"	0	"RU"	48	"mono-rus"
"412"	"R12"	"129BER"	"preschool"	"no"	0	"RU"	52	"bil-rus"
"413"	"R12"	"017SIN"	"preschool"	"w"	1	"RU"	79	"bil-rus"
"414"	"R12"	"007IV"	"preschool"	"no"	0	"RU"	61	"mono-rus"
"415"	"R12"	"002SIN"	"preschool"	"w"	1	"RU"	64	"bil-rus"
"416"	"R12"	"003SIN"	"preschool"	"w"	1	"RU"	61	"bil-mixed"
"417"	"R12"	"011IV"	"preschool"	"no"	0	"RU"	65	"mono-rus"
"418"	"R12"	"005SIN"	"preschool"	"s"	2	"RU"	60	"bil-rus"
"419"	"R12"	"014SIN"	"preschool"	"no"	0	"RU"	61	"bil-mixed"
"420"	"R12"	"013IV"	"preschool"	"no"	0	"RU"	56	"mono-rus"
"421"	"R12"	"012SIN"	"preschool"	"no"	0	"RU"	76	"bil-rus"
"422"	"R12"	"015SIN"	"preschool"	"w"	1	"RU"	72	"bil-rus"
"423"	"R12"	"008IV"	"preschool"	"no"	0	"RU"	60	"mono-rus"
"424"	"R12"	"041SIN"	"preschool"	"s"	2	"RU"	76	"bil-mixed"
"425"	"R12"	"101BER"	"preschool"	"no"	0	"RU"	59	"bil-rus"
"426"	"R12"	"009IV"	"preschool"	"no"	0	"RU"	48	"mono-rus"
"427"	"R12"	"102BER"	"preschool"	"w"	1	"RU"	58	"bil-rus"
"428"	"R12"	"042SIN"	"school"	"w"	1	"RU"	85	"bil-rus"
"429"	"R12"	"003IV"	"school"	"no"	0	"RU"	101	"mono-rus"
"430"	"R12"	"008SIN"	"school"	"s"	2	"RU"	100	"bil-rus"
"431"	"R12"	"044SIN"	"school"	"w"	1	"RU"	87	"bil-rus"
"432"	"R12"	"002IV"	"school"	"no"	0	"RU"	91	"mono-rus"
"433"	"R12"	"031SIN"	"school"	"w"	1	"RU"	94	"bil-rus"
"434"	"R12"	"013SIN"	"school"	"no"	0	"RU"	86	"bil-rus"
"435"	"R12"	"005IV"	"school"	"no"	0	"RU"	114	"mono-rus"
"436"	"R12"	"010SIN"	"school"	"s"	2	"RU"	102	"bil-rus"
"437"	"R12"	"018SIN"	"school"	"s"	2	"RU"	97	"bil-mixed"
"438"	"R12"	"004IV"	"school"	"no"	0	"RU"	90	"mono-rus"
"439"	"R12"	"040SIN"	"school"	"w"	1	"RU"	110	"bil-mixed"
"440"	"R12"	"007SIN"	"school"	"no"	0	"RU"	110	"bil-rus"
"441"	"R12"	"001IV"	"school"	"no"	0	"RU"	114	"mono-rus"
"442"	"R12"	"048SIN"	"school"	"s"	2	"RU"	100	"bil-rus"
"443"	"R12"	"016SIN"	"school"	"w"	1	"RU"	112	"bil-rus"
"444"	"R12"	"043SIN"	"school"	"no"	0	"RU"	116	"bil-rus"
"445"	"R13"	"010RUS-IV-boy-5"	"preschool"	"no"	0	"RU"	67	"mono-rus"
"446"	"R13"	"Konstantin"	"school"	"s"	2	"RU"	129	"bil-mixed"
"447"	"R13"	"105BER"	"preschool"	"w"	1	"RU"	54	"bil-rus"
"448"	"R13"	"012IV"	"preschool"	"no"	0	"RU"	48	"mono-rus"
"449"	"R13"	"129BER"	"preschool"	"no"	0	"RU"	52	"bil-rus"
"450"	"R13"	"017SIN"	"preschool"	"no"	0	"RU"	79	"bil-rus"
"451"	"R13"	"007IV"	"preschool"	"no"	0	"RU"	61	"mono-rus"
"452"	"R13"	"002SIN"	"preschool"	"w"	1	"RU"	64	"bil-rus"
"453"	"R13"	"003SIN"	"preschool"	"s"	2	"RU"	61	"bil-mixed"
"454"	"R13"	"011IV"	"preschool"	"no"	0	"RU"	65	"mono-rus"
"455"	"R13"	"005SIN"	"preschool"	"s"	2	"RU"	60	"bil-rus"
"456"	"R13"	"014SIN"	"preschool"	"no"	0	"RU"	61	"bil-mixed"
"457"	"R13"	"013IV"	"preschool"	"no"	0	"RU"	56	"mono-rus"
"458"	"R13"	"012SIN"	"preschool"	"no"	0	"RU"	76	"bil-rus"
"459"	"R13"	"015SIN"	"preschool"	"s"	2	"RU"	72	"bil-rus"
"460"	"R13"	"008IV"	"preschool"	"w"	1	"RU"	60	"mono-rus"
"461"	"R13"	"041SIN"	"preschool"	"s"	2	"RU"	76	"bil-mixed"
"462"	"R13"	"101BER"	"preschool"	"no"	0	"RU"	59	"bil-rus"
"463"	"R13"	"009IV"	"preschool"	"w"	1	"RU"	48	"mono-rus"
"464"	"R13"	"102BER"	"preschool"	"no"	0	"RU"	58	"bil-rus"
"465"	"R13"	"042SIN"	"school"	"s"	2	"RU"	85	"bil-rus"
"466"	"R13"	"003IV"	"school"	"w"	1	"RU"	101	"mono-rus"
"467"	"R13"	"008SIN"	"school"	"s"	2	"RU"	100	"bil-rus"
"468"	"R13"	"044SIN"	"school"	"no"	0	"RU"	87	"bil-rus"
"469"	"R13"	"002IV"	"school"	"no"	0	"RU"	91	"mono-rus"
"470"	"R13"	"031SIN"	"school"	"w"	1	"RU"	94	"bil-rus"
"471"	"R13"	"013SIN"	"school"	"no"	0	"RU"	86	"bil-rus"
"472"	"R13"	"005IV"	"school"	"no"	0	"RU"	114	"mono-rus"
"473"	"R13"	"010SIN"	"school"	"w"	1	"RU"	102	"bil-rus"
"474"	"R13"	"018SIN"	"school"	"s"	2	"RU"	97	"bil-mixed"
"475"	"R13"	"004IV"	"school"	"no"	0	"RU"	90	"mono-rus"
"476"	"R13"	"040SIN"	"school"	"no"	0	"RU"	110	"bil-mixed"
"477"	"R13"	"007SIN"	"school"	"no"	0	"RU"	110	"bil-rus"
"478"	"R13"	"001IV"	"school"	"no"	0	"RU"	114	"mono-rus"
"479"	"R13"	"048SIN"	"school"	"w"	1	"RU"	100	"bil-rus"
"480"	"R13"	"016SIN"	"school"	"no"	0	"RU"	112	"bil-rus"
"481"	"R13"	"043SIN"	"school"	"no"	0	"RU"	116	"bil-rus"
"482"	"R14"	"010RUS-IV-boy-5"	"preschool"	NA	NA	"RU"	67	"mono-rus"
"483"	"R14"	"Konstantin"	"school"	NA	NA	"RU"	129	"bil-mixed"
"484"	"R14"	"105BER"	"preschool"	"w"	1	"RU"	54	"bil-rus"
"485"	"R14"	"012IV"	"preschool"	"no"	0	"RU"	48	"mono-rus"
"486"	"R14"	"129BER"	"preschool"	"no"	0	"RU"	52	"bil-rus"
"487"	"R14"	"017SIN"	"preschool"	"no"	0	"RU"	79	"bil-rus"
"488"	"R14"	"007IV"	"preschool"	"w"	1	"RU"	61	"mono-rus"
"489"	"R14"	"002SIN"	"preschool"	"w"	1	"RU"	64	"bil-rus"
"490"	"R14"	"003SIN"	"preschool"	"w"	1	"RU"	61	"bil-mixed"
"491"	"R14"	"011IV"	"preschool"	"no"	0	"RU"	65	"mono-rus"
"492"	"R14"	"005SIN"	"preschool"	"s"	2	"RU"	60	"bil-rus"
"493"	"R14"	"014SIN"	"preschool"	"no"	0	"RU"	61	"bil-mixed"
"494"	"R14"	"013IV"	"preschool"	"no"	0	"RU"	56	"mono-rus"
"495"	"R14"	"012SIN"	"preschool"	"no"	0	"RU"	76	"bil-rus"
"496"	"R14"	"015SIN"	"preschool"	"w"	1	"RU"	72	"bil-rus"
"497"	"R14"	"008IV"	"preschool"	"no"	0	"RU"	60	"mono-rus"
"498"	"R14"	"041SIN"	"preschool"	"s"	2	"RU"	76	"bil-mixed"
"499"	"R14"	"101BER"	"preschool"	"no"	0	"RU"	59	"bil-rus"
"500"	"R14"	"009IV"	"preschool"	"w"	1	"RU"	48	"mono-rus"
"501"	"R14"	"102BER"	"preschool"	"s"	2	"RU"	58	"bil-rus"
"502"	"R14"	"042SIN"	"school"	"s"	2	"RU"	85	"bil-rus"
"503"	"R14"	"003IV"	"school"	"w"	1	"RU"	101	"mono-rus"
"504"	"R14"	"008SIN"	"school"	"s"	2	"RU"	100	"bil-rus"
"505"	"R14"	"044SIN"	"school"	"s"	2	"RU"	87	"bil-rus"
"506"	"R14"	"002IV"	"school"	"no"	0	"RU"	91	"mono-rus"
"507"	"R14"	"031SIN"	"school"	"w"	1	"RU"	94	"bil-rus"
"508"	"R14"	"013SIN"	"school"	"no"	0	"RU"	86	"bil-rus"
"509"	"R14"	"005IV"	"school"	"no"	0	"RU"	114	"mono-rus"
"510"	"R14"	"010SIN"	"school"	"w"	1	"RU"	102	"bil-rus"
"511"	"R14"	"018SIN"	"school"	"s"	2	"RU"	97	"bil-mixed"
"512"	"R14"	"004IV"	"school"	"no"	0	"RU"	90	"mono-rus"
"513"	"R14"	"040SIN"	"school"	"no"	0	"RU"	110	"bil-mixed"
"514"	"R14"	"007SIN"	"school"	"no"	0	"RU"	110	"bil-rus"
"515"	"R14"	"001IV"	"school"	"no"	0	"RU"	114	"mono-rus"
"516"	"R14"	"048SIN"	"school"	"w"	1	"RU"	100	"bil-rus"
"517"	"R14"	"016SIN"	"school"	"w"	1	"RU"	112	"bil-rus"
"518"	"R14"	"043SIN"	"school"	"no"	0	"RU"	116	"bil-rus"
"519"	"R15"	"010RUS-IV-boy-5"	"preschool"	NA	NA	"RU"	67	"mono-rus"
"520"	"R15"	"Konstantin"	"school"	NA	NA	"RU"	129	"bil-mixed"
"521"	"R15"	"105BER"	"preschool"	"no"	0	"RU"	54	"bil-rus"
"522"	"R15"	"012IV"	"preschool"	"no"	0	"RU"	48	"mono-rus"
"523"	"R15"	"129BER"	"preschool"	"no"	0	"RU"	52	"bil-rus"
"524"	"R15"	"017SIN"	"preschool"	"no"	0	"RU"	79	"bil-rus"
"525"	"R15"	"007IV"	"preschool"	"no"	0	"RU"	61	"mono-rus"
"526"	"R15"	"002SIN"	"preschool"	"no"	0	"RU"	64	"bil-rus"
"527"	"R15"	"003SIN"	"preschool"	"no"	0	"RU"	61	"bil-mixed"
"528"	"R15"	"011IV"	"preschool"	"no"	0	"RU"	65	"mono-rus"
"529"	"R15"	"005SIN"	"preschool"	"no"	0	"RU"	60	"bil-rus"
"530"	"R15"	"014SIN"	"preschool"	"w"	1	"RU"	61	"bil-mixed"
"531"	"R15"	"013IV"	"preschool"	"no"	0	"RU"	56	"mono-rus"
"532"	"R15"	"012SIN"	"preschool"	"no"	0	"RU"	76	"bil-rus"
"533"	"R15"	"015SIN"	"preschool"	"no"	0	"RU"	72	"bil-rus"
"534"	"R15"	"008IV"	"preschool"	"no"	0	"RU"	60	"mono-rus"
"535"	"R15"	"041SIN"	"preschool"	"s"	2	"RU"	76	"bil-mixed"
"536"	"R15"	"101BER"	"preschool"	"no"	0	"RU"	59	"bil-rus"
"537"	"R15"	"009IV"	"preschool"	"no"	0	"RU"	48	"mono-rus"
"538"	"R15"	"102BER"	"preschool"	"s"	2	"RU"	58	"bil-rus"
"539"	"R15"	"042SIN"	"school"	"s"	2	"RU"	85	"bil-rus"
"540"	"R15"	"003IV"	"school"	"n"	NA	"RU"	101	"mono-rus"
"541"	"R15"	"008SIN"	"school"	"s"	2	"RU"	100	"bil-rus"
"542"	"R15"	"044SIN"	"school"	"w"	1	"RU"	87	"bil-rus"
"543"	"R15"	"002IV"	"school"	"no"	0	"RU"	91	"mono-rus"
"544"	"R15"	"031SIN"	"school"	"s"	2	"RU"	94	"bil-rus"
"545"	"R15"	"013SIN"	"school"	"w"	1	"RU"	86	"bil-rus"
"546"	"R15"	"005IV"	"school"	"no"	0	"RU"	114	"mono-rus"
"547"	"R15"	"010SIN"	"school"	"w"	1	"RU"	102	"bil-rus"
"548"	"R15"	"018SIN"	"school"	"s"	2	"RU"	97	"bil-mixed"
"549"	"R15"	"004IV"	"school"	"no"	0	"RU"	90	"mono-rus"
"550"	"R15"	"040SIN"	"school"	"no"	0	"RU"	110	"bil-mixed"
"551"	"R15"	"007SIN"	"school"	"w"	1	"RU"	110	"bil-rus"
"552"	"R15"	"001IV"	"school"	"no"	0	"RU"	114	"mono-rus"
"553"	"R15"	"048SIN"	"school"	"w"	1	"RU"	100	"bil-rus"
"554"	"R15"	"016SIN"	"school"	"w"	1	"RU"	112	"bil-rus"
"555"	"R15"	"043SIN"	"school"	"no"	0	"RU"	116	"bil-rus"
"556"	"R16"	"010RUS-IV-boy-5"	"preschool"	NA	NA	"RU"	67	"mono-rus"
"557"	"R16"	"Konstantin"	"school"	NA	NA	"RU"	129	"bil-mixed"
"558"	"R16"	"105BER"	"preschool"	"no"	0	"RU"	54	"bil-rus"
"559"	"R16"	"012IV"	"preschool"	"no"	0	"RU"	48	"mono-rus"
"560"	"R16"	"129BER"	"preschool"	"no"	0	"RU"	52	"bil-rus"
"561"	"R16"	"017SIN"	"preschool"	"no"	0	"RU"	79	"bil-rus"
"562"	"R16"	"007IV"	"preschool"	"no"	0	"RU"	61	"mono-rus"
"563"	"R16"	"002SIN"	"preschool"	"w"	1	"RU"	64	"bil-rus"
"564"	"R16"	"003SIN"	"preschool"	"no"	0	"RU"	61	"bil-mixed"
"565"	"R16"	"011IV"	"preschool"	"no"	0	"RU"	65	"mono-rus"
"566"	"R16"	"005SIN"	"preschool"	"w"	1	"RU"	60	"bil-rus"
"567"	"R16"	"014SIN"	"preschool"	"no"	0	"RU"	61	"bil-mixed"
"568"	"R16"	"013IV"	"preschool"	"no"	0	"RU"	56	"mono-rus"
"569"	"R16"	"012SIN"	"preschool"	"no"	0	"RU"	76	"bil-rus"
"570"	"R16"	"015SIN"	"preschool"	"no"	0	"RU"	72	"bil-rus"
"571"	"R16"	"008IV"	"preschool"	"no"	0	"RU"	60	"mono-rus"
"572"	"R16"	"041SIN"	"preschool"	"s"	2	"RU"	76	"bil-mixed"
"573"	"R16"	"101BER"	"preschool"	"no"	0	"RU"	59	"bil-rus"
"574"	"R16"	"009IV"	"preschool"	"no"	0	"RU"	48	"mono-rus"
"575"	"R16"	"102BER"	"preschool"	"w"	1	"RU"	58	"bil-rus"
"576"	"R16"	"042SIN"	"school"	"w"	1	"RU"	85	"bil-rus"
"577"	"R16"	"003IV"	"school"	"no"	0	"RU"	101	"mono-rus"
"578"	"R16"	"008SIN"	"school"	"w"	1	"RU"	100	"bil-rus"
"579"	"R16"	"044SIN"	"school"	"no"	0	"RU"	87	"bil-rus"
"580"	"R16"	"002IV"	"school"	"w"	1	"RU"	91	"mono-rus"
"581"	"R16"	"031SIN"	"school"	"no"	0	"RU"	94	"bil-rus"
"582"	"R16"	"013SIN"	"school"	"no"	0	"RU"	86	"bil-rus"
"583"	"R16"	"005IV"	"school"	"no"	0	"RU"	114	"mono-rus"
"584"	"R16"	"010SIN"	"school"	"w"	1	"RU"	102	"bil-rus"
"585"	"R16"	"018SIN"	"school"	"s"	2	"RU"	97	"bil-mixed"
"586"	"R16"	"004IV"	"school"	"no"	0	"RU"	90	"mono-rus"
"587"	"R16"	"040SIN"	"school"	"no"	0	"RU"	110	"bil-mixed"
"588"	"R16"	"007SIN"	"school"	"no"	0	"RU"	110	"bil-rus"
"589"	"R16"	"001IV"	"school"	"no"	0	"RU"	114	"mono-rus"
"590"	"R16"	"048SIN"	"school"	"w"	1	"RU"	100	"bil-rus"
"591"	"R16"	"016SIN"	"school"	"w"	1	"RU"	112	"bil-rus"
"592"	"R16"	"043SIN"	"school"	"no"	0	"RU"	116	"bil-rus"
"593"	"R17"	"010RUS-IV-boy-5"	"preschool"	NA	NA	"RU"	67	"mono-rus"
"594"	"R17"	"Konstantin"	"school"	NA	NA	"RU"	129	"bil-mixed"
"595"	"R17"	"105BER"	"preschool"	"no"	0	"RU"	54	"bil-rus"
"596"	"R17"	"012IV"	"preschool"	"no"	0	"RU"	48	"mono-rus"
"597"	"R17"	"129BER"	"preschool"	"no"	0	"RU"	52	"bil-rus"
"598"	"R17"	"017SIN"	"preschool"	"no"	0	"RU"	79	"bil-rus"
"599"	"R17"	"007IV"	"preschool"	"no"	0	"RU"	61	"mono-rus"
"600"	"R17"	"002SIN"	"preschool"	"no"	0	"RU"	64	"bil-rus"
"601"	"R17"	"003SIN"	"preschool"	"no"	0	"RU"	61	"bil-mixed"
"602"	"R17"	"011IV"	"preschool"	"no"	0	"RU"	65	"mono-rus"
"603"	"R17"	"005SIN"	"preschool"	"no"	0	"RU"	60	"bil-rus"
"604"	"R17"	"014SIN"	"preschool"	"no"	0	"RU"	61	"bil-mixed"
"605"	"R17"	"013IV"	"preschool"	"no"	0	"RU"	56	"mono-rus"
"606"	"R17"	"012SIN"	"preschool"	"no"	0	"RU"	76	"bil-rus"
"607"	"R17"	"015SIN"	"preschool"	"no"	0	"RU"	72	"bil-rus"
"608"	"R17"	"008IV"	"preschool"	"no"	0	"RU"	60	"mono-rus"
"609"	"R17"	"041SIN"	"preschool"	"w"	1	"RU"	76	"bil-mixed"
"610"	"R17"	"101BER"	"preschool"	"no"	0	"RU"	59	"bil-rus"
"611"	"R17"	"009IV"	"preschool"	"no"	0	"RU"	48	"mono-rus"
"612"	"R17"	"102BER"	"preschool"	"w"	1	"RU"	58	"bil-rus"
"613"	"R17"	"042SIN"	"school"	"no"	0	"RU"	85	"bil-rus"
"614"	"R17"	"003IV"	"school"	"no"	0	"RU"	101	"mono-rus"
"615"	"R17"	"008SIN"	"school"	"w"	1	"RU"	100	"bil-rus"
"616"	"R17"	"044SIN"	"school"	"no"	0	"RU"	87	"bil-rus"
"617"	"R17"	"002IV"	"school"	"no"	0	"RU"	91	"mono-rus"
"618"	"R17"	"031SIN"	"school"	"w"	1	"RU"	94	"bil-rus"
"619"	"R17"	"013SIN"	"school"	"no"	0	"RU"	86	"bil-rus"
"620"	"R17"	"005IV"	"school"	"no"	0	"RU"	114	"mono-rus"
"621"	"R17"	"010SIN"	"school"	"no"	0	"RU"	102	"bil-rus"
"622"	"R17"	"018SIN"	"school"	"s"	2	"RU"	97	"bil-mixed"
"623"	"R17"	"004IV"	"school"	"no"	0	"RU"	90	"mono-rus"
"624"	"R17"	"040SIN"	"school"	"no"	0	"RU"	110	"bil-mixed"
"625"	"R17"	"007SIN"	"school"	"no"	0	"RU"	110	"bil-rus"
"626"	"R17"	"001IV"	"school"	"no"	0	"RU"	114	"mono-rus"
"627"	"R17"	"048SIN"	"school"	"w"	1	"RU"	100	"bil-rus"
"628"	"R17"	"016SIN"	"school"	"w"	1	"RU"	112	"bil-rus"
"629"	"R17"	"043SIN"	"school"	"w"	1	"RU"	116	"bil-rus"
"630"	"R18"	"010RUS-IV-boy-5"	"preschool"	NA	NA	"RU"	67	"mono-rus"
"631"	"R18"	"Konstantin"	"school"	NA	NA	"RU"	129	"bil-mixed"
"632"	"R18"	"105BER"	"preschool"	"w"	1	"RU"	54	"bil-rus"
"633"	"R18"	"012IV"	"preschool"	"no"	0	"RU"	48	"mono-rus"
"634"	"R18"	"129BER"	"preschool"	"no"	0	"RU"	52	"bil-rus"
"635"	"R18"	"017SIN"	"preschool"	"no"	0	"RU"	79	"bil-rus"
"636"	"R18"	"007IV"	"preschool"	"no"	0	"RU"	61	"mono-rus"
"637"	"R18"	"002SIN"	"preschool"	"no"	0	"RU"	64	"bil-rus"
"638"	"R18"	"003SIN"	"preschool"	"no"	0	"RU"	61	"bil-mixed"
"639"	"R18"	"011IV"	"preschool"	"no"	0	"RU"	65	"mono-rus"
"640"	"R18"	"005SIN"	"preschool"	"w"	1	"RU"	60	"bil-rus"
"641"	"R18"	"014SIN"	"preschool"	"no"	0	"RU"	61	"bil-mixed"
"642"	"R18"	"013IV"	"preschool"	"no"	0	"RU"	56	"mono-rus"
"643"	"R18"	"012SIN"	"preschool"	"no"	0	"RU"	76	"bil-rus"
"644"	"R18"	"015SIN"	"preschool"	"s"	2	"RU"	72	"bil-rus"
"645"	"R18"	"008IV"	"preschool"	"w"	1	"RU"	60	"mono-rus"
"646"	"R18"	"041SIN"	"preschool"	"s"	2	"RU"	76	"bil-mixed"
"647"	"R18"	"101BER"	"preschool"	"no"	0	"RU"	59	"bil-rus"
"648"	"R18"	"009IV"	"preschool"	"no"	0	"RU"	48	"mono-rus"
"649"	"R18"	"102BER"	"preschool"	"w"	1	"RU"	58	"bil-rus"
"650"	"R18"	"042SIN"	"school"	"s"	2	"RU"	85	"bil-rus"
"651"	"R18"	"003IV"	"school"	"w"	1	"RU"	101	"mono-rus"
"652"	"R18"	"008SIN"	"school"	"s"	2	"RU"	100	"bil-rus"
"653"	"R18"	"044SIN"	"school"	"no"	0	"RU"	87	"bil-rus"
"654"	"R18"	"002IV"	"school"	"no"	0	"RU"	91	"mono-rus"
